Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-001392,2020-01,1/8/2020 18:29,Y, , ,1, ,41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4514,CHOUTEAU AVE,39, , ,4521,CHOUTEAU,888318.7,1018475
20-001391,2020-01,1/8/2020 18:32,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500,6155,S GRAND BLVD,1, , ,6155,GRAND,889468,994413.8
20-001390,2020-01,1/8/2020 18:38,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,4130,S GRAND BLVD,16, , ,4130,GRAND,893388.9,1000727
20-001393,2020-01,1/8/2020 18:40,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5383,WELLS AVE,78, , ,5383,WELLS,885570.8,1031445
20-001398,2020-01,1/8/2020 18:44,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,N BROADWAY / CALVARY AVE,86, , , , ,897726.3,1043933
20-001662,2020-01,1/8/2020 19:00,Y, , ,1, ,69702,6,LARCENY-ALL OTHER UNDER $500,4052,LEE AVE,68, , ,4052,LEE,899273,1032882
20-001442,2020-01,1/8/2020 19:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5970,WANDA AVE,5, , ,5970,WANDA,885261.9,998562.8
20-001447,2020-01,1/8/2020 19:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4347,MANCHESTER AVE,39, , ,4347,MANCHESTER,889165.8,1017241
20-001403,2020-01,1/8/2020 19:00,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,418,S TUCKER BLVD,35,U-HAUL,U-HAUL,418,TUCKER,906090.9,1016042
20-001397,2020-01,1/8/2020 19:01,Y, , ,1, ,63701,3,LARCENY-SHOPLIFT UNDER $500,2500,S JEFFERSON AVE,23,DOLLAR GENERAL, ,2500,JEFFERSON,899523.6,1009803
20-001486,2020-01,1/8/2020 19:10,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",3606,EILER ST,3, , ,3606,EILER,890617.6,996441.8
20-001396,2020-01,1/8/2020 19:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1003,WASHINGTON AVE,35, , , , ,907677.1,1018822
20-001404,2020-01,1/8/2020 19:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / NATURAL,55, , , , ,891049,1035207
20-001401,2020-01,1/8/2020 19:30,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,3430,S GRAND BLVD,25,SCHNUCKS, ,3430,GRAND,893788.8,1005469
20-001400,2020-01,1/8/2020 19:37,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2734,PARK AVE,31, , ,2734,PARK,899100,1014177
20-001406,2020-01,1/8/2020 19:43,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,954,GOODFELLOW BLVD,48, , ,954,GOODFELLOW,881437.9,1029432
20-001863,2020-01,1/8/2020 19:44,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,3720,N KINGSHIGHWAY BLVD,69,WALGREENS, ,3720,KINGSHIGHWAY,891316,1035410
20-001455,2020-01,1/8/2020 20:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,ADKINS AVE / WALSH ST,5, , ,4117,WALSH,887236.7,999657.2
20-001410,2020-01,1/8/2020 20:05,Y, , ,1, ,182260,6,DRUGS-POSSESSION/METHAMPHETAMINE,8815,N BROADWAY,74, , ,8815,BROADWAY,897615.1,1052696
20-001408,2020-01,1/8/2020 20:05,Y, , ,1, ,38111,6,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,5269,EMERSON AVE,72, , ,5269,EMERSON,892703.1,1041921
20-001409,2020-01,1/8/2020 20:20,Y, , ,1, ,103000,1,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,4620,S KINGSHIGHWAY BLVD,5, ,@MCDONALDS - S KINGSHIGHWAY,4620,KINGSHIGHWAY,884312.7,1002371
20-001411,2020-01,1/8/2020 20:34,Y, , ,1, ,211000,1,DUI-DRVING WHILE INTOXICATED,5040,S GRAND BLVD,16, , ,5040,GRAND,891341.3,997133.5
20-001494,2020-01,1/8/2020 21:12, , , ,-1, ,83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,5117,ASHLAND AVE,52, , ,5119,LEXINGTON,889869,1034867
20-001494,2020-01,1/8/2020 21:12,Y, , ,1, ,83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,5117,ASHLAND AVE,52, , ,5119,LEXINGTON,889869,1034867
20-001415,2020-01,1/8/2020 21:19,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2928,TEXAS AVE,30, , ,2922,TEXAS,898828.8,1007555
20-001415,2020-01,1/8/2020 21:19,Y, , ,1, ,41021,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,2928,TEXAS AVE,30, , ,2922,TEXAS,898828.8,1007555
20-001415,2020-01,1/8/2020 21:19,Y, , ,1, ,41021,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,2928,TEXAS AVE,30, , ,2922,TEXAS,898828.8,1007555
20-001419,2020-01,1/8/2020 21:28,Y, , ,1, ,31112,5,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,348,N NEWSTEAD AVE,38, , ,348,NEWSTEAD,890676.1,1023661
20-001425,2020-01,1/8/2020 21:30,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,0,SPRUCE ST / S TUCKER BLVD,35, , , , ,906084.9,1016333
20-001427,2020-01,1/8/2020 21:30,Y, , ,1, ,42011,1,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,3839,OSCEOLA ST,16, , , , ,891415.8,1000665
20-001420,2020-01,1/8/2020 21:31,Y, , ,1, ,38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,4355,MARYLAND AVE,38, , ,4355,MARYLAND,891021.8,1023157
20-001417,2020-01,1/8/2020 22:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1001,SPRUCE ST,35,TIN ROOF PARKING LOT, , , ,906749,1016195
20-001627,2020-01,1/8/2020 22:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3173,OREGON AVE,30, , ,3173,OREGON,897202.3,1006812
20-001444,2020-01,1/8/2020 22:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,2051,MAURY AVE,13, , ,2051,MAURY,887733.4,1012753
20-001416,2020-01,1/8/2020 22:05,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3743,OHIO AVE,19, , ,3743,OHIO,897544.4,1002672
20-001418,2020-01,1/8/2020 22:20,Y, , ,1, ,91123,3,SIMPLE ASSAULT-CHILD/NO INJURY,3218,CHIPPEWA ST,16, , ,3218,CHIPPEWA,894780,1002823
20-001418,2020-01,1/8/2020 22:20,Y, , ,1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3218,CHIPPEWA ST,16, , ,3218,CHIPPEWA,894780,1002823
20-001423,2020-01,1/8/2020 22:45,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5500,ROBIN AVE,72, , ,5500,ROBIN,892151.5,1044566
20-001439,2020-01,1/8/2020 22:45,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4306,MANCHESTER AVE,39, , ,4306,MANCHESTER,889577.1,1017116
20-001424,2020-01,1/8/2020 23:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4020,MIAMI ST,15, , ,4020,MIAMI,890275.3,1004795
20-001422,2020-01,1/8/2020 23:25,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1132,PENROSE ST,65, , ,1132,PENROSE,905346.3,1031716
20-000634,2020-01,1/9/2019 13:53,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999",4216,BATES ST,5, , ,919,JEFFERSON,886632.4,998316.3
20-001716,2020-01,1/9/2019 18:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2020,DELMAR BLVD,36, , ,2020,DELMAR,903669,1020331
20-001428,2020-01,1/9/2020 0:01,Y, , ,1, ,32211,1,ROBBERY-RESIDENCE  /KNIFE USED/SUCCESSFUL,3839,OSCEOLA ST,16, , , , ,891415.8,1000665
20-001463,2020-01,1/9/2020 0:45,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,7137,SHARP AVE,4, , ,7137,SHARP,884806.2,993256.2
20-003338,2020-01,1/9/2020 1:00,Y, , ,1, ,69602,6,"LARCENY-ALL OTHER $500 - $24,999",5071,EMERSON AVE,72, , ,5071,EMERSON,892039.9,1041458
20-001436,2020-01,1/9/2020 1:00,Y, , ,1, ,64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4306,MANCHESTER AVE,39, , ,4306,MANCHESTER,889577.1,1017116
20-001430,2020-01,1/9/2020 1:26,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,SAINT LOUIS AVE / N VANDEVENTE,59, ,ALIAS VANDEVENTER/ST LOUIS, , ,898253.1,1028621
20-001433,2020-01,1/9/2020 2:00,Y, , ,1, ,91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,1325,S GRAND BLVD,29, ,@SLU HOSPITAL,1325,GRAND,894902.8,1015747
20-001432,2020-01,1/9/2020 2:01,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S 7TH ST / I 44 WESTBOUND,20, , , , ,906811.3,1012468
20-001434,2020-01,1/9/2020 2:15,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N 21ST ST / ANGELICA ST,65, , , , ,904048.8,1030917
20-001489,2020-01,1/9/2020 2:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,4343,MANCHESTER AVE,39, , ,4343,MANCHESTER,889165.8,1017241
20-001435,2020-01,1/9/2020 3:09,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500,300,N 4TH ST,35, ,@MANSION HOUSE APT 907,300,4TH,909633.8,1017651
20-001438,2020-01,1/9/2020 3:10,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4101,GRAVOIS AVE,16,QUIK TRIP,PARKING LOT,4101,GRAVOIS,889849,1003566
20-001446,2020-01,1/9/2020 3:17,Y, , ,1, ,51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,7109,PENNSYLVANIA AVE,1,GARAGE, ,7109,PENNSYLVANIA,890182.1,989797.9
20-001440,2020-01,1/9/2020 5:40,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,NATURAL BRIDGE AVE / SALISBURY,60, ,@INTERSECTION, , ,903275.5,1028580
20-001667,2020-01,1/9/2020 6:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,11005,RIVERVIEW DR,75,MOTOMART, ,11005,RIVERVIEW,910791.1,1068274
20-001441,2020-01,1/9/2020 6:03,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,3500,GOODFELLOW BLVD,50, , ,3500,GOODFELLOW,885672.3,1037979
20-001564,2020-01,1/9/2020 7:00,Y, , ,1, ,51111,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,7130,IDAHO AVE,1, , ,7130,IDAHO,888641.3,990757.5
20-001466,2020-01,1/9/2020 7:30,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4419,FLORISS PL,69, , ,4419,FLORISS,898431.1,1036922
20-001457,2020-01,1/9/2020 7:30,Y, , ,1, ,51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5217,HIGHLAND AVE,52, , ,5217,HIGHLAND,888123.2,1032992
20-001936,2020-01,1/9/2020 8:00,Y, , ,1, ,71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1016,N 10TH ST,35, , , , ,908031.7,1020149
20-001451,2020-01,1/9/2020 8:19,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5938,LAURA AVE,76, , ,5938,LAURA,888836.6,1044000
20-001449,2020-01,1/9/2020 8:25,Y, , ,1, ,250000,1,LOITERING-BEGGING,900,LOUGHBOROUGH AVE,1,CARONDOLET NEIGHBORHOOD,HIGHWAY 55 NORTHBOUND EXIT RAMP, , ,888861.4,991772.8
20-005009,2020-01,1/9/2020 8:30,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,BLAIR AVE / DESTREHAN ST,65, , , , ,906077.5,1028981
20-001485,2020-01,1/9/2020 9:00,Y, , ,1, ,43016,6,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4612,PENROSE ST,69, , ,4612,PENROSE,895045.5,1035533
20-001902,2020-01,1/9/2020 9:00,Y, , ,1, ,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3248,SUSON CT,14,SUSPECT S APARTMENT,HAPPENED DIST 2 REPORTED IN DIST 6,4014,UNION,880417.4,1008603
20-001485,2020-01,1/9/2020 9:00,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4612,PENROSE ST,69, , ,4612,PENROSE,895045.5,1035533
20-001474,2020-01,1/9/2020 9:21,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,6101,LUCILLE AVE,76, , ,6101,LUCILLE,889579.8,1045925
20-001515,2020-01,1/9/2020 9:30,Y, , ,1, ,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",1206,AUBERT AVE,53, ,APT A,1206,AUBERT,888579,1028435
20-001473,2020-01,1/9/2020 9:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1720,CHOUTEAU AVE,33, , , , ,903721,1014843
20-001488,2020-01,1/9/2020 10:25,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2255,GRAVOIS AVE,23, , ,2255,GRAVOIS,899817.1,1009636
20-001483,2020-01,1/9/2020 10:31,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,6100,DR MARTIN LUTHER KING DR,78, , , , ,881403.7,1034719
20-002662,2020-01,1/9/2020 11:00,Y, , ,1, ,51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,919,HARLAN AVE,74, , ,919,HARLAN,896546.7,1052044
20-002643,2020-01,1/9/2020 11:00,Y, , ,1, ,51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,917,HARLAN AVE,74, , ,0,HARLAN,896571.6,1052040
20-001552,2020-01,1/9/2020 11:00,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500,2813,S JEFFERSON AVE,30, , ,2813,JEFFERSON,899111.3,1008435
20-001497,2020-01,1/9/2020 11:03,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,0,ARLINGTON AVE / WELLS AVE,78, , , , ,885426.9,1031452
20-001507,2020-01,1/9/2020 11:19,Y, , ,1, ,44015,4,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,3015,N 23RD ST,60, , ,3015,23RD,904022.6,1027132
20-002500,2020-01,1/9/2020 11:45,Y, , ,1, ,175400,4,SEX OFFNS-SX MISCONDUCT/SECOND,400,S 14TH ST,36, ,@METROLINK - CIVIC CENTER,400,14TH,0,0
20-001637,2020-01,1/9/2020 12:00,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,4220,N GRAND BLVD,67, , ,4220,GRAND,902439.9,1031915
20-001505,2020-01,1/9/2020 12:30,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
20-001504,2020-01,1/9/2020 12:51,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4263,E MARGARETTA AVE,68, ,SINGLE FAMILY DWELLING,4263,MARGARETTA,897068.3,1033003
20-001513,2020-01,1/9/2020 12:55,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,FARRAR ST / N FLORISSANT AVE,65, , , , ,904290.7,1029465
20-001508,2020-01,1/9/2020 13:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5827,HARNEY AVE,72, , ,5827,HARNEY,891613.6,1045483
20-001546,2020-01,1/9/2020 13:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,401,HOLLY HILLS AVE,1, , ,401,HOLLY HILLS,891457,992100.2
20-001516,2020-01,1/9/2020 13:00,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,1708,OLIVE ST,36, , ,1708,OLIVE,904504.4,1018737
20-001607,2020-01,1/9/2020 13:00,Y, , ,1, ,10000,2,HOMICIDE,4000,DETONTY ST,27, ,REAR ALLEY,4011,SHAW,892206.6,1013493
20-001512,2020-01,1/9/2020 13:00,Y, , ,1, ,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3619,S SPRING AVE,15, , ,3619,SPRING,892128.2,1004199
20-001529,2020-01,1/9/2020 13:00,Y, , ,1, ,38411,1,ROBBERY CARJACKING /STRNGARM/INJURY/SUCCESS,717,DOVER PL,1, , ,717,DOVER,891523.9,994392
20-001519,2020-01,1/9/2020 13:10,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4130,LINDELL BLVD,38, ,SOUTH ALLEY,4130,LINDELL,892472.1,1021895
20-001517,2020-01,1/9/2020 13:22,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1451,N MARKET ST,63, ,UPSTAIRS UNIT,1451,MARKET,906687.3,1024940
20-001518,2020-01,1/9/2020 13:30,Y, , ,1, ,92000,1,SIMPLE ASSAULT-HARRASSMENT,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
20-001522,2020-01,1/9/2020 13:45,Y, , ,1, ,43013,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3230,HARTFORD ST,25,ROOSEVELT HIGH SCHOOL,@SCHOOL - ROOSEVELT,3230,HARTFORD,895751.5,1007882
20-001526,2020-01,1/9/2020 14:00,Y, , ,1, ,63601,2,"LARCENY-SHOPLIFT $500 - $24,999",4255,HAMPTON AVE,8, ,TARGET,4255,HAMPTON,878653.4,1004650
20-002271,2020-01,1/9/2020 14:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8,TARGET, ,4255,HAMPTON,878653.4,1004650
20-001569,2020-01,1/9/2020 14:15,Y, , ,1, ,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES-JEWISH-CHRISTIAN, ,4949, ,887396.8,1020150
20-001559,2020-01,1/9/2020 14:29,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4830,MARGARETTA AVE,69, ,RESIDENCE,4830,MARGARETTA,892918,1035194
20-001539,2020-01,1/9/2020 14:30,Y, , ,1, ,112010,1,FRAUD-CREDIT DEVICE/OVER $150,4653,CECIL PL,4, , ,4653,CECIL,882263.8,996892.3
20-001525,2020-01,1/9/2020 15:00,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2828,CAROLINE ST,31, ,DAY CARE,2828,CAROLINE,898652.8,1014636
20-001691,2020-01,1/9/2020 15:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500,1402,FERRY ST,65, , ,1402,FERRY,905012,1032308
20-001538,2020-01,1/9/2020 15:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,GASCONADE ST / I 55 SOUTHBOUND,18, , , , ,898661.2,1000422
20-001532,2020-01,1/9/2020 15:20,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,4171,LINDELL BLVD,38,SCHNUCKS PARKING LOT,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
20-001541,2020-01,1/9/2020 15:20,Y, , ,1, ,67701,2,LARCENY-FROM BUILDING UNDER $500,5201,CHIPPEWA ST,14,B WELL PHARMACY, ,5201,CHIPPEWA,883241,1004526
20-005267,2020-01,1/9/2020 15:20,Y, , ,1, ,51130,4,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,3725,PAGE BLVD,77, , ,3725,PAGE,897301.4,1024698
20-001533,2020-01,1/9/2020 15:27,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1609,THURMAN AVE,28, , ,3948,BLAINE,891531.4,1014559
20-001704,2020-01,1/9/2020 15:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,6637,LANSDOWNE AVE,9, , ,6637,LANSDOWNE,875539.3,1004204
20-002150,2020-01,1/9/2020 15:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,3620,HARTFORD ST,15, , ,3620,HARTFORD,893582.6,1008016
20-002038,2020-01,1/9/2020 15:30,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5130,MANCHESTER AVE,12,CROWN C SUPPLY, ,5130,MANCHESTER,885651.2,1015823
20-001530,2020-01,1/9/2020 15:35,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,I 55 SOUTHBOUND / POTOMAC ST,18, ,INTERSTATE, , ,901841.6,1003371
20-001550,2020-01,1/9/2020 16:14,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1148,UNION BLVD,51, , ,1148,UNION,885275.2,1028714
20-001535,2020-01,1/9/2020 16:17,Y, , ,1, ,63701,3,LARCENY-SHOPLIFT UNDER $500,2600,CHOUTEAU AVE,31,QUIKTRIP, ,2600,CHOUTEAU,900507.7,1015458
20-003925,2020-01,1/9/2020 16:17,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2600,CHOUTEAU AVE,31, ,@QT - JEFFERSON / CHOUTEAU,2600,CHOUTEAU,900507.7,1015458
20-001557,2020-01,1/9/2020 16:17,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,ARKANSAS AVE / MAGNOLIA AVE,25, , ,3453,MAGNOLIA,894788,1009686
20-001545,2020-01,1/9/2020 16:29,Y, , ,1, ,175400,2,SEX OFFNS-SX MISCONDUCT/SECOND,3600,S KINGSHIGHWAY BLVD,15,SPRINT STORE, ,3600,KINGSHIGHWAY,0,0
20-001544,2020-01,1/9/2020 16:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2611,IOWA AVE,24, , ,2611,IOWA,898303.9,1009510
20-001540,2020-01,1/9/2020 16:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / OSCEOLA ST,16, , , , ,892907.1,999679.2
20-001542,2020-01,1/9/2020 16:43,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,GOODFELLOW BLVD / SWITZER AVE,73, , , , ,890828.6,1050190
20-004100,2020-01,1/9/2020 17:00,Y, , ,1, ,92000,2,SIMPLE ASSAULT-HARRASSMENT,6945,BANCROFT AVE,9, , ,6945,BANCROFT,874287.3,1005025
20-001635,2020-01,1/9/2020 17:00,Y, , ,1, ,69602,4,"LARCENY-ALL OTHER $500 - $24,999",1405,N 16TH ST,61, , ,1405,16TH,906523.9,1021998
20-002135,2020-01,1/9/2020 17:00,Y, , ,1, ,73430,4,AUTO THEFT-OTHR VEH/PERM RETNT/JOY RIDE,3650,LINDELL BLVD,37, , ,3650,LINDELL,895981.3,1020966
20-001558,2020-01,1/9/2020 17:20,Y, , ,1, ,31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,0,S 18TH ST / POPLAR ST,36, , ,300,18TH,903745.3,1016655
20-001556,2020-01,1/9/2020 17:25,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / WILSON AVE,11, , , , ,880947.6,1013742
20-001553,2020-01,1/9/2020 17:26,Y, , ,1, ,69703,2,LARCENY-ALL OTH/FRM PRSN/UNDER $500,5801,WILSON AVE,12, , ,2022,LILLY,881898.8,1013889
20-001619,2020-01,1/9/2020 17:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,5723,THOLOZAN AVE,14, , ,5723,THOLOZAN,880302.7,1005843
20-003390,2020-01,1/9/2020 17:30,Y, , ,1, ,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",0,N BROADWAY / HALLS FERRY RD,74, , , , ,897141.1,1048215
20-001548,2020-01,1/9/2020 17:30,Y, , ,1, ,250000,4,LOITERING-BEGGING,600,N 4TH ST,35, , ,600,4TH,909582,1018294
20-001555,2020-01,1/9/2020 17:32,Y, , ,1, ,250000,4,LOITERING-BEGGING,400,CARR ST,35, , ,400,CARR,909582,1018294
20-001563,2020-01,1/9/2020 17:55,Y, , ,1, ,63601,5,"LARCENY-SHOPLIFT $500 - $24,999",4179,LINDELL BLVD,38,T-MOBILE, ,4179,LINDELL,892253.3,1022112
20-001561,2020-01,1/9/2020 18:00,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,1400,SEMPLE AVE,78,ON THE STREET, ,1400,SEMPLE,885019.1,1031149
20-001615,2020-01,1/9/2020 18:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1501,LOCUST ST,36, , ,1501,LOCUST,905463.8,1019072
20-002113,2020-01,1/9/2020 18:00,Y, , ,1, ,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",8960,RIVERVIEW BLVD,74, , , , ,894481.3,1051455
20-001687,2020-01,1/9/2020 18:30,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4255,HAMPTON AVE,8, , , , ,878653.4,1004650
20-001677,2020-01,1/9/2020 19:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,1919,S GRAND BLVD,27, , ,1919,GRAND,894398.1,1012718
20-001576,2020-01,1/9/2020 19:00,Y, , ,1, ,44015,1,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,4358,DELOR ST,5, , ,4358,DELOR,886158.1,1000791
20-001568,2020-01,1/9/2020 19:10,Y, , ,1, ,32421,1,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,3836,CHIPPEWA ST,16, , ,3836,CHIPPEWA,891370.5,1003316
